ahu_id,month,energy_score_flag,pf_score_flag,unbalance_score_flag,thd_score_flag,overload_score_flag
e0118,2026-02,0.6912878787878788,0.15056818181818182,0.6581439393939394,0.3001893939393939,0.09848484848484848
e0119,2025-10,0.2830188679245283,0.025157232704402517,0.6352201257861635,0.7735849056603774,0.012578616352201259
e0119,2025-11,0.3527777777777778,0.30694444444444446,0.2298611111111111,0.23819444444444443,0.03125
e0119,2025-12,0.510752688172043,0.4808467741935484,0.03192204301075269,0.03696236559139785,0.032594086021505375
e0119,2026-01,0.25336021505376344,0.10584677419354839,0.5782930107526881,0.6814516129032258,0.0003360215053763441
e0119,2026-02,0.4678030303030303,0.2481060606060606,0.5909090909090909,0.6837121212121212,0.0
e0120,2025-10,0.5849056603773585,0.012578616352201259,0.018867924528301886,0.6855345911949685,0.012578616352201259
e0120,2025-11,0.4513888888888889,0.13784722222222223,0.24027777777777778,0.490625,0.007291666666666667
e0120,2025-12,0.5201612903225806,0.031586021505376344,0.45060483870967744,0.23420698924731181,0.19086021505376344
e0120,2026-01,0.6065188172043011,0.415994623655914,0.10013440860215053,0.17170698924731181,0.0
e0120,2026-02,0.6818181818181818,0.2755681818181818,0.3560606060606061,0.02556818181818182,0.015151515151515152
e0121,2025-10,0.559748427672956,0.0440251572327044,0.610062893081761,0.6540880503144654,0.1949685534591195
e0121,2025-11,0.428125,0.04479166666666667,0.36493055555555554,0.2503472222222222,0.1388888888888889
e0121,2025-12,0.6915322580645161,0.020833333333333332,0.35618279569892475,0.3635752688172043,0.07762096774193548
e0121,2026-01,0.395497311827957,0.0823252688172043,0.27788978494623656,0.25033602150537637,0.03225806451612903
e0121,2026-02,0.6884469696969697,0.2215909090909091,0.3371212121212121,0.3077651515151515,0.035037878787878785
e0201,2025-11,0.4088330632090762,0.3249594813614263,0.11790923824959482,0.09927066450567261,0.0
e0201,2025-12,0.5920698924731183,0.5336021505376344,0.05141129032258065,0.01243279569892473,0.1051747311827957
e0201,2026-01,0.5151209677419355,0.17842741935483872,0.696236559139785,0.5386424731182796,0.06586021505376344
e0201,2026-02,0.5956439393939394,0.3835227272727273,0.7320075757575758,0.3465909090909091,0.019886363636363636
e0202,2025-11,0.291497975708502,0.2902834008097166,0.2522267206477733,0.18380566801619433,0.025101214574898785
e0202,2025-12,0.6599462365591398,0.3605510752688172,0.23487903225806453,0.028225806451612902,0.02049731182795699
